"Félév","Pedagógia szakas","Tantárgy","Műveltségterület","Tanulási Eredmény","",""
"3","7-8","KULT","Történelem, társadalmi és állampolgári ismeretek","Tudja, hogy az egyes népek és államok a korszakban eltérő társadalmi, gazdasági és vallási körülmények között éltek, de a modern kor beköszöntével a köztük lévő kapcsolatok széleskörű rendszere épült ki.","",""
"3","7-8","KULT","Történelem, társadalmi és állampolgári ismeretek","Tudja, hogy a holokausztnak többszázezer magyar áldozata is volt, és legyen tisztában ennek hazai és nemzetközi történelmi, politikai előzményeivel, körülményeivel és erkölcsi vonatkozásaival.","",""
"3","7-8","KULT","Történelem, társadalmi és állampolgári ismeretek","Ismerje fel a sajtó és média szerepét a nyilvánosságban, tudja azonosítani a reklám és médiapiac jellegzetességeit.","",""
"3","7-8","KULT","Történelem, társadalmi és állampolgári ismeretek","Legyen képes példák segítségével értelmezni az alapvető emberi, gyermek- és diákjogokat, valamint a társadalmi szolidaritás különböző formáit.","",""
"3","9-10","KULT","Történelem, társadalmi és állampolgári ismeretek","Legyen képes a többféleképpen értelmezhető szövegek jelentésrétegeinek feltárására.","",""
"3","9-10","KULT","Történelem, társadalmi és állampolgári ismeretek","Legyen képes folyamatábrát, diagramot, vizuális rendezőt (táblázatot, ábrát) készíteni, történelmi témákat vizuálisan ábrázolni.","",""
"3","9-10","KULT","Történelem, társadalmi és állampolgári ismeretek","Legyen képes az időmeghatározásra konkrét kronológiai adatokkal, valamint történelmi időszakokhoz kapcsolódóan egyaránt, és tudjon kronológiai adatokat rendszerezni.","",""
"3","11-12","KULT","Történelem, társadalmi és állampolgári ismeretek","Az újkori és modern kori egyetemes és magyar történelmi jelenségek, események rendszerező feldolgozásával a jelenben zajló folyamatok előzményeinek felismerése, a nemzeti öntudatra és aktív állampolgárságra nevelés.","",""
"3","11-12","KULT","Történelem, társadalmi és állampolgári ismeretek","Legyen képes e bonyolult történelmi folyamat meghatározó összefüggéseit, szereplőit beazonosítani, valamint legyen képes egy-egy korszak főbb kérdéseinek problémaközpontú bemutatására, elemzésére.","",""
"3","11-12","KULT","Történelem, társadalmi és állampolgári ismeretek","Ismerje az új- és modern korban meghatározó egyetemes és magyar történelem eseményeit, évszámait, történelmi helyszíneit.","",""
"3","11-12","KULT","Történelem, társadalmi és állampolgári ismeretek","Legyen képes összefüggéseket találni a térben és időben eltérő történelmi események között, különös tekintettel azokra, amelyek a magyarságot közvetlenül vagy közvetetten érintik.","",""
"3","11-12","KULT","Történelem, társadalmi és állampolgári ismeretek","Tudja, hogy a XIX–XX. században lényegesen átalakult Európa társadalma és gazdasága (polgárosodás, iparosodás), és ezzel párhuzamosan új eszmeáramlatok, politikai mozgalmak, pártok jelennek meg.","",""
"3","11-12","KULT","Történelem, társadalmi és állampolgári ismeretek","Ismerje fel, hogy az Egyesült Államok milyen körülmények között vált a mai világ vezető hatalmává, és mutasson rá az ebből fakadó ellentmondásokra.","",""
"3","11-12","KULT","Történelem, társadalmi és állampolgári ismeretek","Tudja a trianoni békediktátum máig tartó hatását, következményeit értékelni, és legyen képes a határon túli magyarság sorskérdéseit felismerni.","",""
"3","11-12","KULT","Történelem, társadalmi és állampolgári ismeretek","Tudja a demokratikus és diktatórikus államberendezkedések közötti különbségeket, legyen képes a demokratikus berendezkedés előnyeit és működési nehézségeit egyaránt felismerni és azokat elemezni.","",""
"3","11-12","KULT","Történelem, társadalmi és állampolgári ismeretek","Legyen képes ismereteket meríteni különböző ismeretforrásokból, történelmi, társadalomtudományi, filozófiai és etikai kézikönyvekből, atlaszokból, szaktudományi munkákból, legyen képes ezek segítségével történelmi oknyomozásra.","",""
"3","11-12","KULT","Történelem, társadalmi és állampolgári ismeretek","Jusson el kiselőadások, beszámolók önálló jegyzetelése szintjére.","",""
"3","11-12","KULT","Történelem, társadalmi és állampolgári ismeretek","Legyen képes az internet kritikus és tudatos használatára történelmi, filozófia- és etikatörténeti ismeretek megszerzése érdekében.","",""
"3","11-12","KULT","Történelem, társadalmi és állampolgári ismeretek","Legyen képes különböző történelmi elbeszéléseket (pl. emlékiratok) összehasonlítani a narráció módja alapján.","",""
"3","11-12","KULT","Történelem, társadalmi és állampolgári ismeretek","Legyen képes a különböző szövegek, hanganyagok, filmek stb. vizsgálatára és megítélésére a történelmi hitelesség szempontjából.","",""
"3","11-12","KULT","Történelem, társadalmi és állampolgári ismeretek","Legyen képes történelmi jeleneteket elbeszélni, adott esetben eljátszani különböző szempontokból.","",""
"3","11-12","KULT","Történelem, társadalmi és állampolgári ismeretek","Legyen képes erkölcsi kérdéseket felvető élethelyzeteket felismerni és bemutatni.","",""
"3","11-12","KULT","Történelem, társadalmi és állampolgári ismeretek","Legyen képes a történelmi időben történő sokoldalú tájékozódásra.","",""
"3","11-12","KULT","Történelem, társadalmi és állampolgári ismeretek","Legyen képes a különböző időszakot bemutató történelmi térképek összehasonlítása során a változások (területi változások, népsűrűség, vallási megosztottság stb.) hátterének feltárására.","",""
"3","11-12","KULT","Történelem, társadalmi és állampolgári ismeretek","Legyen képes a nemzet, a kisebbség, a nemzetiség fogalmának és a helyi társadalom fogalmának szakszerű használatára, tudjon érvelni a társadalmi felelősségvállalás, illetve a szolidaritás fontossága mellett.","",""
"3","1-2","KULT","Vizuális kultúra","Az alkotótevékenységnek megfelelő, rendeltetésszerű és biztonságos anyag- és eszközhasználat, a környezettudatosság szempontjainak egyre szélesebb körű figyelembevételével.","",""
"3","1-2","KULT","Vizuális kultúra","Hagyományos kézműves technikával készült tárgyak megkülönböztetése.","",""
"3","1-2","KULT","Vizuális kultúra","Látványok, műalkotások néhány perces szemlélése.","",""
"3","3-4","KULT","Vizuális kultúra","Élmény- és emlékkifejezés, illusztráció készítése; síkbáb és egyszerű jelmez készítése; jelek, ábrák készítése; egyszerű tárgyak alkotása.","",""
"3","3-4","KULT","Vizuális kultúra","Téralkotó feladatok során a személyes preferenciáknak és a funkciónak megfelelő térbeli szükségletek felismerése.","",""
"3","3-4","KULT","Vizuális kultúra","A szobrászati, festészeti, tárgyművészeti, építészeti területek közötti különbségek további differenciálása (pl. festészeten belül: arckép, csendélet, tájkép).","",""
"3","5-6","KULT","Vizuális kultúra","Néhány rajzi és tárgykészítési tecnika megfelelő használata az alkotótevékenység során.","",""
"3","5-6","KULT","Vizuális kultúra","Reflektálás társművészeti alkotásokra vizuális eszközökkel.","",""
"3","5-6","KULT","Vizuális kultúra","A vizuális megfigyelés és elemzés során önálló kérdések megfogalmazása.","",""
"3","7-8","KULT","Vizuális kultúra","Bonyolultabb kompozíciós alapelvek használata kölönböző célok érdekében.","",""
"3","7-8","KULT","Vizuális kultúra","Alapvetően közlő funkcióban lévő képi vagy képi és szöveges megjelenések egyszerű értelmezése.","",""
"3","7-8","KULT","Vizuális kultúra","Az épített és tárgyi környezet elemző megfigyelése alapján összetettebb következtetések megfogalmazása.","",""
"3","9-10","KULT","Vizuális kultúra","Alapvetően közlő funkcióban lévő képi, vagy képi és szöveges  megjelenések árnyalt értelmezése.","",""
"3","9-10","KULT","Vizuális kultúra","A tervezett, alakított környezet forma és funkció összefüggéseinek felismerése, ennek figyelembe vételével egyszerű tervezés és makettezés.","",""
"3","9-10","KULT","Vizuális kultúra","Társművészeti kapcsolatok árnyalt értelmezése.","",""
"4","9-10","STEM","Biológia-egészségtanb változat","Képes a biológiai szerveződési szinteknek megfelelő sorrendben tanult nagyobb élőlénycsoportok (mikroba, növény,állat, gomba ) elhelyezésére a törzsfán. Képes ok-okozati összefüggések felismerésére az élőlények testfelépítése, életműködése, életmódja között. Ismeri az életmód és a környezet kölcsönhatásait.","",""
"4","9-10","KULT","Dráma és tánc","A tanulók képessé válnak a pontos önkifejezésre, a mások előtti megnyilatkozásra és együttműködésre.","",""
"4","9-10","KULT","Dráma és tánc","Képessé válnak a megismert dramaturgiai fogalomkészlet használatára.","",""
"4","1-2","KULT","Ének-zene﻿  b változat","A tanulók képesek 60 gyermekdalt és népdalt emlékezetből, a kapcsolódó játékokkal, c’–d” hangterjedelemben előadni.","",""
"4","1-2","KULT","Ének-zene﻿  b változat","Felismerik és lejegyzik a tanult zenei elemeket (ritmus, dallam).","",""
"4","1-2","KULT","Ének-zene﻿  b változat","Képesek kifejezően, egységes hangzással, tiszta intonációval énekelni, és új dalokat megfelelő előkészítést követően, hallás után megtanulni.","",""
"4","1-2","KULT","Ének-zene﻿  b változat","Szolmizálva éneklik a tanult dalok stílusában megszerkesztett rövid dallamfordulatokat kézjelről, betűkottáról és hangjegyről. Megfelelő előkészítés után hasonló dallamfordulatokat rögtönöznek.","",""
"4","1-2","Harmónia","Erkölcstan","Képes érzelmileg kötődni környezetéhez és a körülötte élő emberekhez.","",""
"4","1-2","Harmónia","Erkölcstan","Érzi, hogy a hagyományok fontos szerepet játszanak a közösségek életében.","",""
"4","1-2","Harmónia","Erkölcstan","Képes átélni a természet szépségét, és érti, hogy felelősek vagyunk a körülöttünk lévő élővilágért.","",""
"4","1-2","Harmónia","Erkölcstan","Képes rá, hogy érzéseit, gondolatait és fantáziaképeit vizuális, mozgásos vagy szóbeli eszközökkel kifejezze.","",""
"4","1-2","Harmónia","Erkölcstan","Tisztában van vele és érzelmileg is képes felfogni azt a tényt, hogy más gyerekek sokszor egészen más körülmények között élnek, mint ő.","",""
"4","3-4","Harmónia","Erkölcstan","Képes másokkal tartós kapcsolatot kialakítani, törekszik e kapcsolatok ápolására, és ismer olyan eljárásokat, amelyek segítségével a kapcsolati konfliktusok konstruktív módon feloldhatók.","",""
"4","3-4","Harmónia","Erkölcstan","Érzelmileg kötődik a magyar kultúrához.","",""
"4","3-4","Harmónia","Erkölcstan","Érti és elfogadja, hogy az emberek sokfélék és sokfélék a szokásaik, a hagyományaik is; kész arra, hogy ezt a tényt tiszteletben tartsa, és kíváncsi a sajátjától eltérő kulturális jelenségekre.","",""
"4","3-4","Harmónia","Erkölcstan","Képes jelenségeket, eseményeket és helyzeteket erkölcsi nézőpontból értékelni.","",""
"4","5-6","Harmónia","Erkölcstan","Tudatában van annak, hogy az emberek sokfélék,  elfogadja és értékeli a testi és lelki vonásokban megnyilvánuló sokszínűséget, valamint az etnikai és kulturális különbségeket.","",""
"4","5-6","Harmónia","Erkölcstan","Gondolkodik saját személyiségjegyein, törekszik a megalapozott véleményalkotásra, illetve vélekedéseinek és tetteinek utólagos értékelésére.","",""
"4","5-6","Harmónia","Erkölcstan","Gondolkodik rajta, hogy mit tekint értéknek; tudja, hogy ez befolyásolja a döntéseit, és hogy időnként választania kell még a számára fontos értékek között is.","",""
"4","5-6","Harmónia","Erkölcstan","Nyitottan fogadja a sajátjától eltérő véleményeket, szokásokat és kulturális, illetve vallási hagyományokat.","",""
"4","5-6","Harmónia","Erkölcstan","Érzékeli, hogy a társadalom tagjai különféle körülmények között élnek, képes együttérzést mutatni az elesettek iránt, és lehetőségéhez mérten szerepet vállal a rászorulók segítésében. Megbecsüli a neki nyújtott segítséget.","",""
"4","5-6","Harmónia","Erkölcstan","Tisztában van azzal, hogy az emberi tevékenység hatással van a környezet állapotára, és törekszik rá, hogy életvitelével minél kevésbé károsítsa a természetet.","",""
"4","5-6","Harmónia","Erkölcstan","Ismeri a modern technika legfontosabb előnyeit és hátrányait, s felismeri magán a függőség kialakulásának esetleges előjeleit.","",""
"4","5-6","Harmónia","Erkölcstan","Tisztában van vele, hogy a reklámok a nézők befolyásolására törekszenek, és kritikusan viszonyul a különféle médiaüzenetekhez.","",""
"4","7-8","Harmónia","Erkölcstan","A tanuló megérti, hogy az ember egyszerre biológiai és tudatos lény, akit veleszületett képességei alkalmassá tesznek a tanulásra, mások megértésre és önmaga vizsgálatára.","",""
"4","7-8","Harmónia","Erkölcstan","Érti, hogy az emberek viselkedését, döntéseit tudásuk, gondolataik, érzelmeik, vágyaik, nézeteik és értékrendjük egyaránt befolyásolják.","",""
"4","7-8","Harmónia","Erkölcstan","Képes erkölcsi szempontok szerint mérlegelni különféle cselekedeteket, és el tudja viselni az értékek közötti választással együtt járó belső feszültséget.","",""
"4","7-8","Harmónia","Erkölcstan","Képes ellenállni a csoportnyomásnak, és saját értékrendje szerinti autonóm döntéseket hozni.","",""
"4","7-8","Harmónia","Erkölcstan","Kialakultak benne az európai identitás csírái.","",""
"4","7-8","Harmónia","Erkölcstan","Nyitott más kultúrák értékeinek megismerésére és befogadására.","",""
"4","7-8","Harmónia","Erkölcstan","Életkorának megfelelő szinten tisztában van vele, hogy minden döntés szabadsága egyúttal felelősséggel is jár.","",""
"4","7-8","Harmónia","Erkölcstan","Tudja, hogy ugyanazt a dolgot különböző emberek eltérő módon ítélhetik meg, ami konfliktusok forrása lehet.","",""
"4","9-10","STEM","Fizika","A kinematika és dinamika mindennapi alkalmazása.","",""
"4","9-10","STEM","Fizika","Folyadékok és gázok sztatikájának és áramlásának alapjelenségei és ezek felismerése a gyakorlati életben.","",""
"4","9-10","STEM","Fizika","A gázok makroszkopikus állapotjelzői és összefüggéseik, az ideális gáz golyómodellje, a nyomás és a hőmérséklet kinetikus értelmezése golyómodellel.","",""
"4","11-12","STEM","Fizika","Az optikai jelenségek értelmezése hármas modellezéssel (geometriai optika, hullámoptika, fotonoptika). Hétköznapi optikai jelenségek értelmezése.","",""
"4","11-12","STEM","Fizika","A modellalkotás jellemzőinek bemutatása az atommodellek fejlődésén.","",""
"4","11-12","STEM","Fizika","A magfizika elméleti ismeretei alapján a korszerű nukleáris technikai alkalmazások értelmezése. A kockázat ismerete és reális értékelése.","",""
"4","7-8","STEM","Fizika b változat","Eredményeiről tartson pontosabb, a szakszerű fogalmak tudatos alkalmazására törekvő, ábrákkal, irodalmi hivatkozásokkal stb. alátámasztott prezentációt.","",""
"4","7-8","STEM","Fizika b változat","Váljon igényévé az önálló ismeretszerzés.","",""
"4","7-8","STEM","Fizika b változat","A kísérletek elemzése során alakuljon ki kritikus szemléletmódja, egészséges szkepticizmusa. Tudja, hogy ismeretei és használati készségei meglévő szintjén további tanulással túl tud lépni.","",""
"4","7-8","STEM","Fizika b változat","Ítélje meg, hogy különböző esetekben milyen módon alkalmazható a tudomány és a technika, értékelje azok előnyeit és hátrányait az egyén, a közösség és a környezet szempontjából. Törekedjék a természet- és környezetvédelmi problémák enyhítésére.","",""
"4","7-8","STEM","Fizika b változat","A tanuló minél több energiaátalakítási lehetőséget ismerjen meg, és képes legyen azokat azonosítani. Tudja értelmezni a megújuló és a nem megújuló energiafajták közötti különbséget.","",""
"4","7-8","STEM","Fizika b változat","A tanuló képes legyen arra, hogy az egyes energiaátalakítási lehetőségek előnyeit, hátrányait és alkalmazásuk kockázatait elemezze, tényeket és adatokat gyűjtsön, vita során az érveket és az ellenérveket csoportosítsa és azokat a vita során felhasználja.","",""
"4","7-8","STEM","Fizika b változat","Képes legyen a nyomás fogalmának értelmezésére és kiszámítására egyszerű esetekben az erő és a felület hányadosaként.","",""
"4","7-8","STEM","Fizika b változat","Tudja, hogy nem csak a szilárd testek fejtenek ki nyomást.","",""
"4","7-8","STEM","Fizika b változat","Tudja magyarázni a gázok nyomását a részecskeképpel.","",""
"4","7-8","STEM","Fizika b változat","Tudja, hogy az áramlások oka a nyomáskülönbség.","",""
"4","7-8","STEM","Fizika b változat","Tudja, hogy a hang miként keletkezik, és hogy a részecskék sűrűségének változásával terjed a közegben.","",""
"4","7-8","STEM","Fizika b változat","Tudja, hogy a hang terjedési sebessége gázokban a legkisebb és szilárd anyagokban a legnagyobb.","",""
"4","7-8","STEM","Fizika b változat","Ismerje az áramkör részeit, képes legyen egyszerű áramkörök összeállítására, és azokban az áramerősség mérésére.","",""
"4","7-8","STEM","Fizika b változat","Tudja, hogy az áramforrások kvantitatív jellemzője a feszültség.","",""
"4","7-8","STEM","Fizika b változat","Tudja, hogy az elektromos fogyasztó elektromos energiát használ fel, alakít át.","",""
"4","7-8","STEM","Fizika b változat","A tanuló képes legyen az erőművek alapvető szerkezét bemutatni.","",""
"4","7-8","STEM","Fizika b változat","Tudja, hogy az elektromos energia bármilyen módon történő előállítása terheli a környezetet.","",""
"4","7-8","STEM","Földrajz","Rendelkezzenek a tanulók valós képzetekkel a környezeti elemek méreteiről, a számszerűen kifejezhető adatok és az időbeli változások nagyságrendjéről. Tudjanak nagy vonalakban tájékozódni a földtörténeti időben. Legyenek képesek természet-, illetve társadalom- és gazdaságföldrajzi megfigyelések végzésére, a különböző nyomtatott és elektronikus információhordozókból földrajzi tartalmú információk gyűjtésére, összegzésére, a lényeges elemek kiemelésére. Ezek során alkalmazzák digitális ismereteiket. Legyenek képesek megadott szempontok alapján bemutatni földrajzi öveket, földrészeket, országokat és tipikus tájakat.","",""
"4","7-8","STEM","Földrajz","Legyenek képesek a társakkal való együttműködésre. Alakuljon ki bennük az igény arra, hogy későbbi életük folyamán önállóan tovább gyarapítsák földrajzi ismereteiket.","",""
"4","5-6","KULT","Hon- és népismeret","Megismerik a magyar nyelvterület földrajzi-néprajzi tájainak, tájegységeinek hon- és népismereti, néprajzi jellemzőit. Világossá válik a tanulók számára, hogyan függ össze egy táj természeti adottsága a gazdasági tevékenységekkel, a népi építészettel, hogyan élt harmonikus kapcsolatban az ember a természettel.","",""
"4","3-4","KULT","Idegen nyelv","A tanuló aktívan részt vesz a célnyelvi tevékenységekben, követi a célnyelvi óravezetést, az egyszerű tanári utasításokat, megérti az egyszerű, ismerős kérdéseket, válaszol ezekre, kiszűri egyszerű, rövid szövegek lényegét.","",""
"4","3-4","KULT","Idegen nyelv","Elmond néhány verset, mondókát és néhány összefüggő mondatot önmagáról, minta alapján egyszerű párbeszédet folytat társaival.","",""
"4","3-4","KULT","Idegen nyelv","Ismert szavakat, rövid szövegeket elolvas és megért jól ismert témában.","",""
"4","3-4","KULT","Idegen nyelv","Tanult szavakat, ismerős mondatokat lemásol, minta alapján egyszerű, rövid szövegeket alkot.","",""
"4","5-6","KULT","Idegen nyelv","A1 szintű nyelvtudás:","",""
"4","5-6","KULT","Idegen nyelv","A tanuló megérti a gazdagodó nyelvi eszközökkel megfogalmazott célnyelvi óravezetést, az ismert témákhoz kapcsolódó kérdéseket, rövid megnyilatkozásokat, szövegeket.","",""
"4","5-6","KULT","Idegen nyelv","Egyszerű nyelvi eszközökkel, begyakorolt beszédfordulatokkal kommunikál.","",""
"4","5-6","KULT","Idegen nyelv","Felkészülés után elmond rövid szövegeket.","",""
"4","5-6","KULT","Idegen nyelv","Közös feldolgozás után megérti az egyszerű olvasott szövegek lényegét, tartalmát.","",""
"4","5-6","KULT","Idegen nyelv","Ismert témáról rövid, egyszerű mondatokat ír, mintát követve önálló írott szövegeket alkot.","",""
"4","7-8","KULT","Idegen nyelv","A2 szintű nyelvtudás:","",""
"4","7-8","KULT","Idegen nyelv","A tanuló egyszerű hangzó szövegekből kiszűri a lényeget és néhány konkrét információt.","",""
"4","7-8","KULT","Idegen nyelv","Válaszol a hozzá intézett kérdésekre, sikeresen vesz részt rövid beszélgetésekben.","",""
"4","7-8","KULT","Idegen nyelv","Egyre bővülő szókinccsel, egyszerű nyelvi eszközökkel megfogalmazva történetet mesél el, valamint leírást ad saját magáról és közvetlen környezetéről.","",""
"4","7-8","KULT","Idegen nyelv","Megért ismerős témákról írt rövid szövegeket, különböző típusú, egyszerű írott szövegekben megtalálja a fontos információkat.","",""
"4","7-8","KULT","Idegen nyelv","Összefüggő mondatokat, rövid szöveget ír hétköznapi, őt érintő témákról.","",""
"4","9-10","KULT","Idegen nyelv","A tanuló képes főbb vonalaiban megérteni a köznyelvi beszédet, ha az számára rendszeresen előforduló, ismerős témákról folyik.","",""
"4","9-10","KULT","Idegen nyelv","A mindennapi élet legtöbb helyzetében boldogul, gondolatokat cserél, véleményt mond, érzelmeit kifejezi és stílusában a kommunikációs helyzethez alkalmazkodik.","",""
"4","9-10","KULT","Idegen nyelv","A tanuló képes begyakorolt szerkezetekkel érthetően, folyamatoshoz közelítően beszélni. Az átadott információ lényegét megközelítő tartalmi pontossággal fejti ki.","",""
"4","9-10","KULT","Idegen nyelv","Megérti a hétköznapi nyelven írt, érdeklődési köréhez kapcsolódó, lényegre törő, autentikus vagy kismértékben szerkesztett szövegekben az általános vagy részinformációkat.","",""
"4","9-10","KULT","Idegen nyelv","A tanuló több műfajban is képes egyszerű, rövid, összefüggő szövegeket fogalmazni ismert, hétköznapi témákról. Írásbeli megnyilatkozásaiban már kezdenek megjelenni műfaji sajátosságok és különböző stílusjegyek.","",""
"4","11-12","KULT","Idegen nyelv","A tanuló képes főbb vonalaiban és egyes részleteiben is megérteni a köznyelvi beszédet a számára ismerős témákról.","",""
"4","11-12","KULT","Idegen nyelv","Képes önállóan boldogulni, véleményt mondani és érvelni a mindennapi élet legtöbb, akár váratlan helyzetében is. Stílusában és regiszterhasználatában alkalmazkodik a kommunikációs helyzethez.","",""
"4","11-12","KULT","Idegen nyelv","Ki tudja magát fejezni a szintnek megfelelő szókincs és szerkezetek segítségével az ismerős témakörökben. Beszéde folyamatos, érthető, a főbb pontok tekintetében tartalmilag pontos, stílusa megfelelő.","",""
"4","11-12","KULT","Idegen nyelv","Több műfajban képes részleteket is tartalmazó, összefüggő szövegeket fogalmazni ismert, hétköznapi és elvontabb témákról. Írásbeli megnyilatkozásaiban megjelennek műfaji sajátosságok és különböző stílusjegyek.","",""
"4","11-12","KULT","Idegen nyelv","Képes megérteni a gondolatmenet lényegét és egyes részinformációkat a nagyrészt közérthető nyelven írt, érdeklődési köréhez kapcsolódó, lényegre törően megfogalmazott szövegekben.","",""
"4","7-8","STEM","Kémia  b változat","Tudja, hogy a kémia a társadalom és a gazdaság fejlődésében fontos szerepet játszik.","",""
"4","7-8","STEM","Kémia  b változat","Megszerzett tudását alkalmazva hozzon felelős döntéseket a saját életével, egészségével kapcsolatos kérdésekben, vállaljon szerepet személyes környezetének megóvásában.","",""
"4","1-2","STEM","Környezetismeret","Mesterséges és természetes életközösség összehasonlítása.","",""
"4","3-4","STEM","Környezetismeret","Az életkornak megfelelően a helyzethez illő felelős viselkedés segítségnyújtást igénylő helyzetekben.","",""
"4","3-4","STEM","Környezetismeret","A fenntartható életmód jelentőségének magyarázata konkrét példán keresztül, és a hagyományok szerepének értelmezése a természeti környezettel való harmonikus kapcsolat kialakításában, illetve felépítésében.","",""
"4","3-4","STEM","Környezetismeret","Az élőlények szerveződési szintjeinek és az életközösségek kapcsolatainak a bemutatása, az élőlények csoportosítása tetszőleges és adott szempontsor szerint.","",""
"4","3-4","STEM","Környezetismeret","Egy konkrét gyártási folyamat kapcsán a technológiai folyamat értelmezése, az ezzel kapcsolatos felelős fogyasztói magatartás ismerete.","",""
"4","3-4","STEM","Környezetismeret","Informatikai és kommunikációs eszközök irányított használata az információkeresésben és a problémák megoldásában.","",""
"4","1-2","KULT","Magyar nyelv és irodalom","A kérdésekre értelmesen válaszoljon. Aktivizálja a szókincsét a szövegalkotó feladatokban. Használja a bemutatkozás, a felnőttek és a kortársak megszólításának és köszöntésének udvarias nyelvi formáit. Legyen képes összefüggő mondatok alkotására. Követhetően számoljon be élményeiről, olvasmányai tartalmáról. Szöveghűen mondja el a memoritereket.","",""
"4","1-2","KULT","Magyar nyelv és irodalom","Ismerje az írott és nyomtatott betűket, rendelkezzen megfelelő szókinccsel. Ismert és begyakorolt szöveget folyamatosságra, pontosságra törekvően olvasson fel. Tanítója segítségével emelje ki az olvasottak lényegét. Írása legyen rendezett, pontos.","",""
"4","1-2","KULT","Magyar nyelv és irodalom","Ismerje fel és nevezze meg a tanult nyelvtani fogalmakat, szükség szerint idézze fel és alkalmazza a helyesírási szabályokat a begyakorolt szókészlet szavaiban. Jelölje helyesen a j hangot 30–40 begyakorolt szóban. Helyesen válassza el az egyszerű szavakat.","",""
"4","1-2","KULT","Magyar nyelv és irodalom","Legyen tisztában a tanulás alapvető céljával, ítélőképessége, erkölcsi, esztétikai és történeti érzéke legyen az életkori sajátosságoknak megfelelően fejlett. Legyen nyitott, motivált az anyanyelvi képességek fejlesztése területén.","",""
"4","3-4","KULT","Magyar nyelv és irodalom","Kapcsolódjon be a csoportos beszélgetésbe, vitába, történetalkotásba, improvizációba, közös élményekről, tevékenységekről való beszélgetésekbe, értékelésbe. A közös tevékenységeket együttműködő magatartással segítse.","",""
"4","3-4","KULT","Magyar nyelv és irodalom","Felkészülés után folyamatosan, érthetően olvasson fel ismert szöveget. Életkorának megfelelő szöveget értsen meg néma olvasás útján. Az olvasottakkal kapcsolatos véleményét értelmesen fogalmazza meg. Ismerjen, alkalmazzon néhány fontos olvasási stratégiát.","",""
"4","3-4","KULT","Magyar nyelv és irodalom","Adott vagy választott témáról 8–10 mondatos fogalmazást készítsen a tanult fogalmazási ismeretek alkalmazásával.","",""
"4","3-4","KULT","Magyar nyelv és irodalom","Az alsó tagozaton tanult anyanyelvi ismeretei rendszerezettek legyenek. Biztonsággal ismerje fel a tanult szófajokat, és nevezze meg azokat szövegben is.","",""
"4","3-4","KULT","Magyar nyelv és irodalom","A begyakorolt szókészlet körében helyesen alkalmazza a tanult helyesírási szabályokat. Írásbeli munkái rendezettek, olvashatóak legyenek. Helyesírását önellenőrzéssel vizsgálja felül, szükség esetén javítsa.","",""
"4","9-10","KULT","Magyar nyelv és irodalom","Ismeri a hivatalos írásművek jellemzőit, képes önálló szövegalkotásra ezek gyakori műfajaiban.","",""
"4","9-10","KULT","Magyar nyelv és irodalom","Be tudja mutatni a tanult irodalomtörténeti korszakok és stílusirányzatok sajátosságait.","",""
"4","9-10","KULT","Magyar nyelv és irodalom","Igyekszik eligazodni a 2000 utáni évek kortárs irodalmában (is), illetve készség szintjén kezeli az online irodalmi felületeket.","",""
"4","9-10","KULT","Magyar nyelv és irodalom","Ismeri a digitális (szak)irodalmi szövegtárak világát, és kezd azokban otthonosan mozogni.","",""
"4","9-10","KULT","Magyar nyelv és irodalom","Ő maga is rendszeresen próbálkozik kreatív – papíralapú, illetve digitális – írással.","",""
"4","9-10","KULT","Magyar nyelv és irodalom","Örömmel vesz részt beszélgetésekben, vitákban, irodalomról folyó diskurzusokban és projektekben – ideértve a diákszínjátszást, -újságírást és -szerkesztést is.","",""
"4","9-10","KULT","Magyar nyelv és irodalom","Beszélgetéseiben, vitáiban tud idézni memoriterekből és egyéb irodalmi alkotásokból.","",""
"4","11-12","KULT","Magyar nyelv és irodalom","A tanuló felismeri, és értő módon használja a tömegkommunikációs, illetve az audiovizuális, informatikai alapú szövegeket. Az értő, kritikus befogadáson kívül önálló szövegalkotás néhány publicisztikai, audiovizuális és informatikai hátterű műfajban, a képi elemek, lehetőségek és a szöveg összekapcsolásában rejlő közlési lehetőségek kihasználásával.","",""
"4","11-12","KULT","Magyar nyelv és irodalom","Szövegelemzési, szövegértelmezési jártassággal rendelkezik a tanult leíró nyelvtani, szövegtani, jelentéstani, pragmatikai ismeretek alkalmazásában és az elemzést kiterjeszti a szépirodalmi szövegek mellett a szakmai-tudományos, publicisztikai, közéleti (audiovizuális, informatikai alapú) szövegek feldolgozására, értelmezésére is.","",""
"4","11-12","KULT","Magyar nyelv és irodalom","Átfogó ismerettel bír a nyelv és társadalom viszonyáról, illetve a nyelvi állandóság és változás folyamatáról. Anyanyelvi műveltségének fontos összetevője a tájékozottság a magyar nyelv eredetéről, rokonságáról, történetének főbb korszakairól; a magyar nyelv és a magyar művelődés kapcsolatának tudatosítása.","",""
"4","11-12","KULT","Magyar nyelv és irodalom","Képes szövegek kapcsolatainak és különbségeinek felismerésére, értelmezésére (pl. tematikus, motivikus kapcsolatok, utalások, nem irodalmi és irodalmi szövegek, tények és vélemények összevetése), e képességek alkalmazására elemző szóbeli és írásbeli műfajokban.","",""
